position	pc_adapters	sample	adapter	read_pair	stage
96	0.6424252515021597	AP-DNA-1	polya	1	raw_concat
98	0.6533504604904435	AP-DNA-1	polya	1	raw_concat
100	0.664113958274046	AP-DNA-1	polya	1	raw_concat
102	0.6750343159261895	AP-DNA-1	polya	1	raw_concat
104	0.6862409024106193	AP-DNA-1	polya	1	raw_concat
106	0.6973860386372701	AP-DNA-1	polya	1	raw_concat
108	0.7086734807240406	AP-DNA-1	polya	1	raw_concat
110	0.719244542174072	AP-DNA-1	polya	1	raw_concat
112	0.7304802366753445	AP-DNA-1	polya	1	raw_concat
114	0.7418630883728771	AP-DNA-1	polya	1	raw_concat
116	0.7535515742472578	AP-DNA-1	polya	1	raw_concat
118	0.7648115254292325	AP-DNA-1	polya	1	raw_concat
120	0.7757755451066399	AP-DNA-1	polya	1	raw_concat
122	0.7870193251681465	AP-DNA-1	polya	1	raw_concat
124	0.7981693127309377	AP-DNA-1	polya	1	raw_concat
126	0.8093387056382908	AP-DNA-1	polya	1	raw_concat
128	0.820550143458861	AP-DNA-1	polya	1	raw_concat
130	0.8307476520260781	AP-DNA-1	polya	1	raw_concat
132	0.8409483948173888	AP-DNA-1	polya	1	raw_concat
134	0.8511685429532613	AP-DNA-1	polya	1	raw_concat
136	0.8611833178591881	AP-DNA-1	polya	1	raw_concat
138	0.8704687752320014	AP-DNA-1	polya	1	raw_concat
1	0.005604910354261706	AP-DNA-1	polyg	1	raw_concat
2	0.007742732480151486	AP-DNA-1	polyg	1	raw_concat
3	0.008273145231506893	AP-DNA-1	polyg	1	raw_concat
4	0.009068764358540003	AP-DNA-1	polyg	1	raw_concat
5	0.013357345506694084	AP-DNA-1	polyg	1	raw_concat
6	0.020440296271744943	AP-DNA-1	polyg	1	raw_concat
7	0.02061817859689462	AP-DNA-1	polyg	1	raw_concat
8	0.0207960609220443	AP-DNA-1	polyg	1	raw_concat
9	0.021022456608598437	AP-DNA-1	polyg	1	raw_concat
10	0.021271491863807987	AP-DNA-1	polyg	1	raw_concat
12	0.02176956237422709	AP-DNA-1	polyg	1	raw_concat
14	0.02229512378944205	AP-DNA-1	polyg	1	raw_concat
16	0.022806131196235674	AP-DNA-1	polyg	1	raw_concat
18	0.02328964769823344	AP-DNA-1	polyg	1	raw_concat
20	0.0237731642002312	AP-DNA-1	polyg	1	raw_concat
22	0.024298725615446163	AP-DNA-1	polyg	1	raw_concat
24	0.024800030349958896	AP-DNA-1	polyg	1	raw_concat
26	0.025403213143420988	AP-DNA-1	polyg	1	raw_concat
28	0.0261567873572369	AP-DNA-1	polyg	1	raw_concat
30	0.026902276010818738	AP-DNA-1	polyg	1	raw_concat
32	0.02775934539563083	AP-DNA-1	polyg	1	raw_concat
34	0.02875710352851585	AP-DNA-1	polyg	1	raw_concat
36	0.029782352566196726	AP-DNA-1	polyg	1	raw_concat
38	0.030943439015810086	AP-DNA-1	polyg	1	raw_concat
40	0.03213848481840656	AP-DNA-1	polyg	1	raw_concat
42	0.03343540867995241	AP-DNA-1	polyg	1	raw_concat
44	0.03465147693915749	AP-DNA-1	polyg	1	raw_concat
46	0.035888567654971164	AP-DNA-1	polyg	1	raw_concat
48	0.03713859526715936	AP-DNA-1	polyg	1	raw_concat
50	0.03847594692987559	AP-DNA-1	polyg	1	raw_concat
52	0.039789041911889575	AP-DNA-1	polyg	1	raw_concat
54	0.041254145426304206	AP-DNA-1	polyg	1	raw_concat
56	0.0427467398455147	AP-DNA-1	polyg	1	raw_concat
58	0.04419243801536754	AP-DNA-1	polyg	1	raw_concat
60	0.04575456825259109	AP-DNA-1	polyg	1	raw_concat
62	0.047410490988529924	AP-DNA-1	polyg	1	raw_concat
64	0.049056711052187854	AP-DNA-1	polyg	1	raw_concat
66	0.05062530973759867	AP-DNA-1	polyg	1	raw_concat
68	0.05231842605061425	AP-DNA-1	polyg	1	raw_concat
70	0.054210447145388106	AP-DNA-1	polyg	1	raw_concat
72	0.05724738356930718	AP-DNA-1	polyg	1	raw_concat
74	0.06630159391942583	AP-DNA-1	polyg	1	raw_concat
76	0.1680519010170891	AP-DNA-1	polyg	1	raw_concat
78	0.17921159125216124	AP-DNA-1	polyg	1	raw_concat
80	0.1825978238781924	AP-DNA-1	polyg	1	raw_concat
82	0.18545687797696178	AP-DNA-1	polyg	1	raw_concat
84	0.1882318422492968	AP-DNA-1	polyg	1	raw_concat
86	0.19132699470690118	AP-DNA-1	polyg	1	raw_concat
88	0.19425881884777726	AP-DNA-1	polyg	1	raw_concat
90	0.19811563107943167	AP-DNA-1	polyg	1	raw_concat
92	0.20462935840400354	AP-DNA-1	polyg	1	raw_concat
94	0.21189342571829772	AP-DNA-1	polyg	1	raw_concat
96	0.21792363654087182	AP-DNA-1	polyg	1	raw_concat
98	0.2245182194677845	AP-DNA-1	polyg	1	raw_concat
100	0.23529141992366778	AP-DNA-1	polyg	1	raw_concat
102	0.2529389636905628	AP-DNA-1	polyg	1	raw_concat
104	0.27746246788051626	AP-DNA-1	polyg	1	raw_concat
106	0.3092193142558744	AP-DNA-1	polyg	1	raw_concat
108	0.349577579608243	AP-DNA-1	polyg	1	raw_concat
110	0.4012249041594289	AP-DNA-1	polyg	1	raw_concat
112	0.4678838798412009	AP-DNA-1	polyg	1	raw_concat
114	0.550367914013107	AP-DNA-1	polyg	1	raw_concat
116	0.6481320399153707	AP-DNA-1	polyg	1	raw_concat
118	0.7551460467254176	AP-DNA-1	polyg	1	raw_concat
120	0.8742285607408469	AP-DNA-1	polyg	1	raw_concat
122	1.0115052023949946	AP-DNA-1	polyg	1	raw_concat
124	1.1697784268649918	AP-DNA-1	polyg	1	raw_concat
126	1.3496174575913176	AP-DNA-1	polyg	1	raw_concat
128	1.536005792107245	AP-DNA-1	polyg	1	raw_concat
130	1.735027005932893	AP-DNA-1	polyg	1	raw_concat
132	1.9510278962501015	AP-DNA-1	polyg	1	raw_concat
134	2.194214057186321	AP-DNA-1	polyg	1	raw_concat
136	2.4661912810040403	AP-DNA-1	polyg	1	raw_concat
138	2.7506606953834067	AP-DNA-1	polyg	1	raw_concat
1	8.344298161566765e-4	AP-DNA-1	illumina_universal_adapter	2	raw_concat
2	8.667720570929817e-4	AP-DNA-1	illumina_universal_adapter	2	raw_concat
3	9.47627659433745e-4	AP-DNA-1	illumina_universal_adapter	2	raw_concat
4	0.0010672939508980744	AP-DNA-1	illumina_universal_adapter	2	raw_concat
5	0.0012063655869241872	AP-DNA-1	illumina_universal_adapter	2	raw_concat
6	0.0013325003265757778	AP-DNA-1	illumina_universal_adapter	2	raw_concat
7	0.001442463945759216	AP-DNA-1	illumina_universal_adapter	2	raw_concat
8	0.0016397516154706782	AP-DNA-1	illumina_universal_adapter	2	raw_concat
9	0.0017594179069350077	AP-DNA-1	illumina_universal_adapter	2	raw_concat
10	0.0020052189380509278	AP-DNA-1	illumina_universal_adapter	2	raw_concat
12	0.002415965397942005	AP-DNA-1	illumina_universal_adapter	2	raw_concat
14	0.00385519511960759	AP-DNA-1	illumina_universal_adapter	2	raw_concat
16	0.007872101443896707	AP-DNA-1	illumina_universal_adapter	2	raw_concat
18	0.01254555525919282	AP-DNA-1	illumina_universal_adapter	2	raw_concat
20	0.015713477758903922	AP-DNA-1	illumina_universal_adapter	2	raw_concat
22	0.0194926686123112	AP-DNA-1	illumina_universal_adapter	2	raw_concat
24	0.02706237010345345	AP-DNA-1	illumina_universal_adapter	2	raw_concat
26	0.040201405483827474	AP-DNA-1	illumina_universal_adapter	2	raw_concat
28	0.060148482581293766	AP-DNA-1	illumina_universal_adapter	2	raw_concat
30	0.08784152638300516	AP-DNA-1	illumina_universal_adapter	2	raw_concat
32	0.12405836778347983	AP-DNA-1	illumina_universal_adapter	2	raw_concat
34	0.17152384058160147	AP-DNA-1	illumina_universal_adapter	2	raw_concat
36	0.23411254524153946	AP-DNA-1	illumina_universal_adapter	2	raw_concat
38	0.31319255855489947	AP-DNA-1	illumina_universal_adapter	2	raw_concat
40	0.40459334855294504	AP-DNA-1	illumina_universal_adapter	2	raw_concat
42	0.504141149042846	AP-DNA-1	illumina_universal_adapter	2	raw_concat
44	0.6155472321720432	AP-DNA-1	illumina_universal_adapter	2	raw_concat
46	0.744743164928255	AP-DNA-1	illumina_universal_adapter	2	raw_concat
48	0.8936128828460215	AP-DNA-1	illumina_universal_adapter	2	raw_concat
50	1.0628549783295664	AP-DNA-1	illumina_universal_adapter	2	raw_concat
52	1.2349868530407706	AP-DNA-1	illumina_universal_adapter	2	raw_concat
54	1.417838563510313	AP-DNA-1	illumina_universal_adapter	2	raw_concat
56	1.6162161667413288	AP-DNA-1	illumina_universal_adapter	2	raw_concat
58	1.8404077295756567	AP-DNA-1	illumina_universal_adapter	2	raw_concat
60	2.093718629036987	AP-DNA-1	illumina_universal_adapter	2	raw_concat
62	2.35199406248204	AP-DNA-1	illumina_universal_adapter	2	raw_concat
64	2.618919428265508	AP-DNA-1	illumina_universal_adapter	2	raw_concat
66	2.9068866560021362	AP-DNA-1	illumina_universal_adapter	2	raw_concat
68	3.229130190683061	AP-DNA-1	illumina_universal_adapter	2	raw_concat
70	3.5989572473415246	AP-DNA-1	illumina_universal_adapter	2	raw_concat
72	3.9681762698703853	AP-DNA-1	illumina_universal_adapter	2	raw_concat
74	4.342775424179001	AP-DNA-1	illumina_universal_adapter	2	raw_concat
76	4.741472782209257	AP-DNA-1	illumina_universal_adapter	2	raw_concat
78	5.182033936907468	AP-DNA-1	illumina_universal_adapter	2	raw_concat
80	5.6881091519583045	AP-DNA-1	illumina_universal_adapter	2	raw_concat
82	6.195733560349991	AP-DNA-1	illumina_universal_adapter	2	raw_concat
84	6.690582783571836	AP-DNA-1	illumina_universal_adapter	2	raw_concat
86	7.201436564721012	AP-DNA-1	illumina_universal_adapter	2	raw_concat
88	7.7452648776167985	AP-DNA-1	illumina_universal_adapter	2	raw_concat
90	8.347210580363079	AP-DNA-1	illumina_universal_adapter	2	raw_concat
92	8.975214426631739	AP-DNA-1	illumina_universal_adapter	2	raw_concat
94	9.587029364199733	AP-DNA-1	illumina_universal_adapter	2	raw_concat
96	10.204216347987249	AP-DNA-1	illumina_universal_adapter	2	raw_concat
98	10.848161684813412	AP-DNA-1	illumina_universal_adapter	2	raw_concat
100	11.533197838749155	AP-DNA-1	illumina_universal_adapter	2	raw_concat
102	12.232475898481198	AP-DNA-1	illumina_universal_adapter	2	raw_concat
104	12.91442983685571	AP-DNA-1	illumina_universal_adapter	2	raw_concat
106	13.590355181519694	AP-DNA-1	illumina_universal_adapter	2	raw_concat
108	14.274540734518812	AP-DNA-1	illumina_universal_adapter	2	raw_concat
110	14.986821992219298	AP-DNA-1	illumina_universal_adapter	2	raw_concat
112	15.715098105174834	AP-DNA-1	illumina_universal_adapter	2	raw_concat
114	16.410006728156382	AP-DNA-1	illumina_universal_adapter	2	raw_concat
116	17.08681339888588	AP-DNA-1	illumina_universal_adapter	2	raw_concat
118	17.75885767463751	AP-DNA-1	illumina_universal_adapter	2	raw_concat
120	18.441856267394265	AP-DNA-1	illumina_universal_adapter	2	raw_concat
122	19.131750225918637	AP-DNA-1	illumina_universal_adapter	2	raw_concat
124	19.801459391874666	AP-DNA-1	illumina_universal_adapter	2	raw_concat
126	20.437058813427218	AP-DNA-1	illumina_universal_adapter	2	raw_concat
128	21.05431695014479	AP-DNA-1	illumina_universal_adapter	2	raw_concat
130	21.668040079928026	AP-DNA-1	illumina_universal_adapter	2	raw_concat
132	22.283894563388962	AP-DNA-1	illumina_universal_adapter	2	raw_concat
134	22.896681385297093	AP-DNA-1	illumina_universal_adapter	2	raw_concat
136	23.481170363498002	AP-DNA-1	illumina_universal_adapter	2	raw_concat
138	24.043150759119293	AP-DNA-1	illumina_universal_adapter	2	raw_concat
1	0.00317924228403881	AP-DNA-1	polya	2	raw_concat
2	0.016167886244059012	AP-DNA-1	polya	2	raw_concat
3	0.02501672336423214	AP-DNA-1	polya	2	raw_concat
4	0.03531125865425811	AP-DNA-1	polya	2	raw_concat
5	0.0444414732705771	AP-DNA-1	polya	2	raw_concat
6	0.05390481296854002	AP-DNA-1	polya	2	raw_concat
7	0.06286684793199022	AP-DNA-1	polya	2	raw_concat
8	0.07174155884491239	AP-DNA-1	polya	2	raw_concat
9	0.07960072339243457	AP-DNA-1	polya	2	raw_concat
10	0.09258775024040797	AP-DNA-1	polya	2	raw_concat
12	0.11158234834230006	AP-DNA-1	polya	2	raw_concat
14	0.1307370405368269	AP-DNA-1	polya	2	raw_concat
16	0.1480288196534225	AP-DNA-1	polya	2	raw_concat
18	0.1657022372130665	AP-DNA-1	polya	2	raw_concat
20	0.18323011468849715	AP-DNA-1	polya	2	raw_concat
22	0.20200316843997557	AP-DNA-1	polya	2	raw_concat
24	0.21988519345365876	AP-DNA-1	polya	2	raw_concat
26	0.23757478213377092	AP-DNA-1	polya	2	raw_concat
28	0.2540709421233335	AP-DNA-1	polya	2	raw_concat
30	0.27138536080858444	AP-DNA-1	polya	2	raw_concat
32	0.28845882979886006	AP-DNA-1	polya	2	raw_concat
34	0.304321081866071	AP-DNA-1	polya	2	raw_concat
36	0.3206749359955138	AP-DNA-1	polya	2	raw_concat
38	0.33647412069289884	AP-DNA-1	polya	2	raw_concat
40	0.3525174893093531	AP-DNA-1	polya	2	raw_concat
42	0.36950686847319425	AP-DNA-1	polya	2	raw_concat
44	0.38709296198231025	AP-DNA-1	polya	2	raw_concat
46	0.40318322684812213	AP-DNA-1	polya	2	raw_concat
48	0.4173410428179898	AP-DNA-1	polya	2	raw_concat
50	0.4331321419551408	AP-DNA-1	polya	2	raw_concat
52	0.4511920492939737	AP-DNA-1	polya	2	raw_concat
54	0.4689220657752563	AP-DNA-1	polya	2	raw_concat
56	0.486309254502614	AP-DNA-1	polya	2	raw_concat
58	0.5022992584215233	AP-DNA-1	polya	2	raw_concat
60	0.5194406461177652	AP-DNA-1	polya	2	raw_concat
62	0.5374940850084107	AP-DNA-1	polya	2	raw_concat
64	0.5543039647350554	AP-DNA-1	polya	2	raw_concat
66	0.5718658015634692	AP-DNA-1	polya	2	raw_concat
68	0.5904997836789214	AP-DNA-1	polya	2	raw_concat
70	0.6178499997267081	AP-DNA-1	polya	2	raw_concat
72	0.6470243181633022	AP-DNA-1	polya	2	raw_concat
74	0.665443224376528	AP-DNA-1	polya	2	raw_concat
76	0.6815577459230422	AP-DNA-1	polya	2	raw_concat
78	0.6958950613301064	AP-DNA-1	polya	2	raw_concat
80	0.710386002381618	AP-DNA-1	polya	2	raw_concat
82	0.7254170588567659	AP-DNA-1	polya	2	raw_concat
84	0.7399500448214946	AP-DNA-1	polya	2	raw_concat
86	0.7540641987660983	AP-DNA-1	polya	2	raw_concat
88	0.7671692747934891	AP-DNA-1	polya	2	raw_concat
90	0.7811750822309562	AP-DNA-1	polya	2	raw_concat
92	0.796092940862827	AP-DNA-1	polya	2	raw_concat
94	0.8120473683167064	AP-DNA-1	polya	2	raw_concat
96	0.8269700782847176	AP-DNA-1	polya	2	raw_concat
98	0.8412718172267518	AP-DNA-1	polya	2	raw_concat
100	0.855845230992651	AP-DNA-1	polya	2	raw_concat
102	0.8701971004081364	AP-DNA-1	polya	2	raw_concat
104	0.8850761483508838	AP-DNA-1	polya	2	raw_concat
106	0.8996560305649701	AP-DNA-1	polya	2	raw_concat
108	0.9143960068716912	AP-DNA-1	polya	2	raw_concat
110	0.9284762014633118	AP-DNA-1	polya	2	raw_concat
112	0.9430512323412577	AP-DNA-1	polya	2	raw_concat
114	0.9572365392159212	AP-DNA-1	polya	2	raw_concat
116	0.9717792278529309	AP-DNA-1	polya	2	raw_concat
118	0.9860001111926243	AP-DNA-1	polya	2	raw_concat
120	0.9999638737168741	AP-DNA-1	polya	2	raw_concat
122	1.0147653002813743	AP-DNA-1	polya	2	raw_concat
124	1.0291802370666856	AP-DNA-1	polya	2	raw_concat
126	1.0439444700541087	AP-DNA-1	polya	2	raw_concat
128	1.058922161831712	AP-DNA-1	polya	2	raw_concat
130	1.0742200417945842	AP-DNA-1	polya	2	raw_concat
132	1.089907645760739	AP-DNA-1	polya	2	raw_concat
134	1.105726235802686	AP-DNA-1	polya	2	raw_concat
136	1.1212181692111765	AP-DNA-1	polya	2	raw_concat
138	1.137851783724718	AP-DNA-1	polya	2	raw_concat
1	0.2220521235963912	AP-DNA-1	polyg	2	raw_concat
2	0.22382771262379436	AP-DNA-1	polyg	2	raw_concat
3	0.22537367174054976	AP-DNA-1	polyg	2	raw_concat
4	0.2265088843974141	AP-DNA-1	polyg	2	raw_concat
5	0.2272753955076045	AP-DNA-1	polyg	2	raw_concat
6	0.22817774402972743	AP-DNA-1	polyg	2	raw_concat
7	0.2291156690168803	AP-DNA-1	polyg	2	raw_concat
8	0.2301764945195911	AP-DNA-1	polyg	2	raw_concat
9	0.23253100965975412	AP-DNA-1	polyg	2	raw_concat
10	0.23558411720414135	AP-DNA-1	polyg	2	raw_concat
12	0.24021390899417344	AP-DNA-1	polyg	2	raw_concat
14	0.2430260668435852	AP-DNA-1	polyg	2	raw_concat
16	0.24489221414561002	AP-DNA-1	polyg	2	raw_concat
18	0.24658856468271922	AP-DNA-1	polyg	2	raw_concat
20	0.24809409599830423	AP-DNA-1	polyg	2	raw_concat
22	0.2496287353307319	AP-DNA-1	polyg	2	raw_concat
24	0.25118278000772143	AP-DNA-1	polyg	2	raw_concat
26	0.2526689059787446	AP-DNA-1	polyg	2	raw_concat
28	0.2542569100087172	AP-DNA-1	polyg	2	raw_concat
30	0.2557672926604426	AP-DNA-1	polyg	2	raw_concat
32	0.25734721113018116	AP-DNA-1	polyg	2	raw_concat
34	0.25893359804810695	AP-DNA-1	polyg	2	raw_concat
36	0.2606186288008885	AP-DNA-1	polyg	2	raw_concat
38	0.2623198306741381	AP-DNA-1	polyg	2	raw_concat
40	0.2639870731944046	AP-DNA-1	polyg	2	raw_concat
42	0.26572385153268424	AP-DNA-1	polyg	2	raw_concat
44	0.2674557785348234	AP-DNA-1	polyg	2	raw_concat
46	0.2693106060525205	AP-DNA-1	polyg	2	raw_concat
48	0.27113794266542174	AP-DNA-1	polyg	2	raw_concat
50	0.2730833284577405	AP-DNA-1	polyg	2	raw_concat
52	0.27537801045217136	AP-DNA-1	polyg	2	raw_concat
54	0.2777907416260198	AP-DNA-1	polyg	2	raw_concat
56	0.2804072289177668	AP-DNA-1	polyg	2	raw_concat
58	0.2828312798759429	AP-DNA-1	polyg	2	raw_concat
60	0.28525047949797855	AP-DNA-1	polyg	2	raw_concat
62	0.28782330476446166	AP-DNA-1	polyg	2	raw_concat
64	0.29050285942603454	AP-DNA-1	polyg	2	raw_concat
66	0.29310802693345395	AP-DNA-1	polyg	2	raw_concat
68	0.29586520297327396	AP-DNA-1	polyg	2	raw_concat
70	0.29870808595157516	AP-DNA-1	polyg	2	raw_concat
