position	pc_adapters	sample	adapter	read_pair	stage
110	6.471861580425394	AP-DNA-10	illumina_universal_adapter	1	raw_concat
112	6.797040211183212	AP-DNA-10	illumina_universal_adapter	1	raw_concat
114	7.109247325143521	AP-DNA-10	illumina_universal_adapter	1	raw_concat
116	7.414468844924479	AP-DNA-10	illumina_universal_adapter	1	raw_concat
118	7.718730472462421	AP-DNA-10	illumina_universal_adapter	1	raw_concat
120	8.02984797901174	AP-DNA-10	illumina_universal_adapter	1	raw_concat
122	8.346062426894694	AP-DNA-10	illumina_universal_adapter	1	raw_concat
124	8.65112828847408	AP-DNA-10	illumina_universal_adapter	1	raw_concat
126	8.944684090815144	AP-DNA-10	illumina_universal_adapter	1	raw_concat
128	9.232221109362166	AP-DNA-10	illumina_universal_adapter	1	raw_concat
130	9.517573724480487	AP-DNA-10	illumina_universal_adapter	1	raw_concat
132	9.80303702987548	AP-DNA-10	illumina_universal_adapter	1	raw_concat
134	10.089544974756564	AP-DNA-10	illumina_universal_adapter	1	raw_concat
136	10.36495967847242	AP-DNA-10	illumina_universal_adapter	1	raw_concat
138	10.630607694807537	AP-DNA-10	illumina_universal_adapter	1	raw_concat
1	0.0032030998811982017	AP-DNA-10	polya	1	raw_concat
2	0.009768416916310713	AP-DNA-10	polya	1	raw_concat
3	0.01475293843770014	AP-DNA-10	polya	1	raw_concat
4	0.020993102785088428	AP-DNA-10	polya	1	raw_concat
5	0.026413467270874152	AP-DNA-10	polya	1	raw_concat
6	0.032584450195342396	AP-DNA-10	polya	1	raw_concat
7	0.03788720626216404	AP-DNA-10	polya	1	raw_concat
8	0.043646559720258	AP-DNA-10	polya	1	raw_concat
9	0.04869680359342147	AP-DNA-10	polya	1	raw_concat
10	0.05725627514420435	AP-DNA-10	polya	1	raw_concat
12	0.06905343728764546	AP-DNA-10	polya	1	raw_concat
14	0.08083330407535655	AP-DNA-10	polya	1	raw_concat
16	0.09116209051731966	AP-DNA-10	polya	1	raw_concat
18	0.10147012253240674	AP-DNA-10	polya	1	raw_concat
20	0.11168821869769777	AP-DNA-10	polya	1	raw_concat
22	0.12249435695780919	AP-DNA-10	polya	1	raw_concat
24	0.13247204767845305	AP-DNA-10	polya	1	raw_concat
26	0.14216263549397873	AP-DNA-10	polya	1	raw_concat
28	0.1508794947819047	AP-DNA-10	polya	1	raw_concat
30	0.16085199689582955	AP-DNA-10	polya	1	raw_concat
32	0.17032120415801105	AP-DNA-10	polya	1	raw_concat
34	0.17916950814948515	AP-DNA-10	polya	1	raw_concat
36	0.18838793275358148	AP-DNA-10	polya	1	raw_concat
38	0.19749220800985973	AP-DNA-10	polya	1	raw_concat
40	0.20637683224836684	AP-DNA-10	polya	1	raw_concat
42	0.21571459480700028	AP-DNA-10	polya	1	raw_concat
44	0.22544496194070496	AP-DNA-10	polya	1	raw_concat
46	0.23435898828395307	AP-DNA-10	polya	1	raw_concat
48	0.24236154938022958	AP-DNA-10	polya	1	raw_concat
50	0.25108532681044754	AP-DNA-10	polya	1	raw_concat
52	0.2606600357425821	AP-DNA-10	polya	1	raw_concat
54	0.2696034641905713	AP-DNA-10	polya	1	raw_concat
56	0.2789931128163947	AP-DNA-10	polya	1	raw_concat
58	0.28815619228215505	AP-DNA-10	polya	1	raw_concat
60	0.2979367159474768	AP-DNA-10	polya	1	raw_concat
62	0.3075062362728923	AP-DNA-10	polya	1	raw_concat
64	0.3169131802544458	AP-DNA-10	polya	1	raw_concat
66	0.32775217969044423	AP-DNA-10	polya	1	raw_concat
68	0.33748946496644094	AP-DNA-10	polya	1	raw_concat
70	0.3468912203412754	AP-DNA-10	polya	1	raw_concat
72	0.35636561621017593	AP-DNA-10	polya	1	raw_concat
74	0.36575872390714537	AP-DNA-10	polya	1	raw_concat
76	0.3745828144005975	AP-DNA-10	polya	1	raw_concat
78	0.3830367842814273	AP-DNA-10	polya	1	raw_concat
80	0.39175710264049923	AP-DNA-10	polya	1	raw_concat
82	0.40096342049558453	AP-DNA-10	polya	1	raw_concat
84	0.4098134540226317	AP-DNA-10	polya	1	raw_concat
86	0.4187499643283288	AP-DNA-10	polya	1	raw_concat
88	0.42708286671904855	AP-DNA-10	polya	1	raw_concat
90	0.43593462978166864	AP-DNA-10	polya	1	raw_concat
92	0.4455300931406792	AP-DNA-10	polya	1	raw_concat
94	0.4553036986637089	AP-DNA-10	polya	1	raw_concat
96	0.46464664982906134	AP-DNA-10	polya	1	raw_concat
98	0.47364196434424055	AP-DNA-10	polya	1	raw_concat
100	0.4827583463495298	AP-DNA-10	polya	1	raw_concat
102	0.491770956220439	AP-DNA-10	polya	1	raw_concat
104	0.5011744411308465	AP-DNA-10	polya	1	raw_concat
106	0.5106592142131849	AP-DNA-10	polya	1	raw_concat
108	0.5201093965840635	AP-DNA-10	polya	1	raw_concat
110	0.5293330097948787	AP-DNA-10	polya	1	raw_concat
112	0.5393089709799497	AP-DNA-10	polya	1	raw_concat
114	0.5492157507421005	AP-DNA-10	polya	1	raw_concat
116	0.5592730000991024	AP-DNA-10	polya	1	raw_concat
118	0.5694443988039224	AP-DNA-10	polya	1	raw_concat
120	0.5795950430818664	AP-DNA-10	polya	1	raw_concat
122	0.5902610889605646	AP-DNA-10	polya	1	raw_concat
124	0.6007213201060759	AP-DNA-10	polya	1	raw_concat
126	0.6115395651151982	AP-DNA-10	polya	1	raw_concat
128	0.6220534118634726	AP-DNA-10	polya	1	raw_concat
130	0.6322628603508985	AP-DNA-10	polya	1	raw_concat
132	0.6426210488976027	AP-DNA-10	polya	1	raw_concat
134	0.6530051804779018	AP-DNA-10	polya	1	raw_concat
136	0.6630883728684986	AP-DNA-10	polya	1	raw_concat
138	0.6729346188855945	AP-DNA-10	polya	1	raw_concat
1	0.005544891047041811	AP-DNA-10	polyg	1	raw_concat
2	0.0074854299599491445	AP-DNA-10	polyg	1	raw_concat
3	0.00790051849746943	AP-DNA-10	polyg	1	raw_concat
4	0.008502396876873843	AP-DNA-10	polyg	1	raw_concat
5	0.012051403872672282	AP-DNA-10	polyg	1	raw_concat
6	0.01743371857585198	AP-DNA-10	polyg	1	raw_concat
7	0.01763434470232012	AP-DNA-10	polyg	1	raw_concat
8	0.017783084761598223	AP-DNA-10	polyg	1	raw_concat
9	0.018021760670672387	AP-DNA-10	polyg	1	raw_concat
10	0.0183348066093856	AP-DNA-10	polyg	1	raw_concat
12	0.018787944929511913	AP-DNA-10	polyg	1	raw_concat
14	0.01927567396109825	AP-DNA-10	polyg	1	raw_concat
16	0.019727082745651558	AP-DNA-10	polyg	1	raw_concat
18	0.020131794069733838	AP-DNA-10	polyg	1	raw_concat
20	0.020512291895794097	AP-DNA-10	polyg	1	raw_concat
22	0.020953323466909403	AP-DNA-10	polyg	1	raw_concat
24	0.02139954364474371	AP-DNA-10	polyg	1	raw_concat
26	0.021889002211903045	AP-DNA-10	polyg	1	raw_concat
28	0.022485691984588455	AP-DNA-10	polyg	1	raw_concat
30	0.023208637854102952	AP-DNA-10	polyg	1	raw_concat
32	0.02396098582835847	AP-DNA-10	polyg	1	raw_concat
34	0.02478943336782604	AP-DNA-10	polyg	1	raw_concat
36	0.025581560660260582	AP-DNA-10	polyg	1	raw_concat
38	0.026373687952695124	AP-DNA-10	polyg	1	raw_concat
40	0.027215971776746707	AP-DNA-10	polyg	1	raw_concat
42	0.028103223525696316	AP-DNA-10	polyg	1	raw_concat
44	0.02903717273511696	AP-DNA-10	polyg	1	raw_concat
46	0.029936531233077573	AP-DNA-10	polyg	1	raw_concat
48	0.030925825580834253	AP-DNA-10	polyg	1	raw_concat
50	0.031953169711196966	AP-DNA-10	polyg	1	raw_concat
52	0.03297705477041367	AP-DNA-10	polyg	1	raw_concat
54	0.034123736855313454	AP-DNA-10	polyg	1	raw_concat
56	0.0352150738018772	AP-DNA-10	polyg	1	raw_concat
58	0.036372133100215	AP-DNA-10	polyg	1	raw_concat
60	0.03761393964162985	AP-DNA-10	polyg	1	raw_concat
62	0.03883153268502269	AP-DNA-10	polyg	1	raw_concat
64	0.04010447086675156	AP-DNA-10	polyg	1	raw_concat
66	0.041444860935827485	AP-DNA-10	polyg	1	raw_concat
68	0.04275930797130839	AP-DNA-10	polyg	1	raw_concat
70	0.044068566400070286	AP-DNA-10	polyg	1	raw_concat
72	0.0469914815184423	AP-DNA-10	polyg	1	raw_concat
74	0.0548556797688787	AP-DNA-10	polyg	1	raw_concat
76	0.18627444028337403	AP-DNA-10	polyg	1	raw_concat
78	0.21515768435249388	AP-DNA-10	polyg	1	raw_concat
80	0.2198689392533491	AP-DNA-10	polyg	1	raw_concat
82	0.2230651209922553	AP-DNA-10	polyg	1	raw_concat
84	0.22606067660469337	AP-DNA-10	polyg	1	raw_concat
86	0.2290354777902554	AP-DNA-10	polyg	1	raw_concat
88	0.23181657099164132	AP-DNA-10	polyg	1	raw_concat
90	0.23415144401519294	AP-DNA-10	polyg	1	raw_concat
92	0.23676996087271673	AP-DNA-10	polyg	1	raw_concat
94	0.24010969406418203	AP-DNA-10	polyg	1	raw_concat
96	0.24369502130701348	AP-DNA-10	polyg	1	raw_concat
98	0.24776807758143127	AP-DNA-10	polyg	1	raw_concat
100	0.2530051112964789	AP-DNA-10	polyg	1	raw_concat
102	0.2605839361773701	AP-DNA-10	polyg	1	raw_concat
104	0.27023128560357074	AP-DNA-10	polyg	1	raw_concat
106	0.2825438493477662	AP-DNA-10	polyg	1	raw_concat
108	0.2978588868466917	AP-DNA-10	polyg	1	raw_concat
110	0.3164410170430165	AP-DNA-10	polyg	1	raw_concat
112	0.34020829488719884	AP-DNA-10	polyg	1	raw_concat
114	0.36909845709861067	AP-DNA-10	polyg	1	raw_concat
116	0.40387422886494556	AP-DNA-10	polyg	1	raw_concat
118	0.44317446569025154	AP-DNA-10	polyg	1	raw_concat
120	0.48844332977798466	AP-DNA-10	polyg	1	raw_concat
122	0.5410800154067029	AP-DNA-10	polyg	1	raw_concat
124	0.6029558800663934	AP-DNA-10	polyg	1	raw_concat
126	0.6733254939250928	AP-DNA-10	polyg	1	raw_concat
128	0.7512012921706173	AP-DNA-10	polyg	1	raw_concat
130	0.8362425562950857	AP-DNA-10	polyg	1	raw_concat
132	0.9300819678794112	AP-DNA-10	polyg	1	raw_concat
134	1.035896683771197	AP-DNA-10	polyg	1	raw_concat
136	1.1546293008577284	AP-DNA-10	polyg	1	raw_concat
138	1.2812313048014157	AP-DNA-10	polyg	1	raw_concat
1	0.0010031306323406894	AP-DNA-10	illumina_universal_adapter	2	raw_concat
2	0.0010688529841147347	AP-DNA-10	illumina_universal_adapter	2	raw_concat
3	0.0011207390513047703	AP-DNA-10	illumina_universal_adapter	2	raw_concat
4	0.0012141339722468345	AP-DNA-10	illumina_universal_adapter	2	raw_concat
5	0.001300610750896894	AP-DNA-10	illumina_universal_adapter	2	raw_concat
6	0.0014078419564229677	AP-DNA-10	illumina_universal_adapter	2	raw_concat
7	0.0015185322330950437	AP-DNA-10	illumina_universal_adapter	2	raw_concat
8	0.0016914857903951625	AP-DNA-10	illumina_universal_adapter	2	raw_concat
9	0.0017675853556072148	AP-DNA-10	illumina_universal_adapter	2	raw_concat
10	0.0020028021935353767	AP-DNA-10	illumina_universal_adapter	2	raw_concat
12	0.0022120759978685204	AP-DNA-10	illumina_universal_adapter	2	raw_concat
14	0.0024801540116837044	AP-DNA-10	illumina_universal_adapter	2	raw_concat
16	0.0030733847132231123	AP-DNA-10	illumina_universal_adapter	2	raw_concat
18	0.0037980601183106102	AP-DNA-10	illumina_universal_adapter	2	raw_concat
20	0.004455283636051062	AP-DNA-10	illumina_universal_adapter	2	raw_concat
22	0.0056624994660058915	AP-DNA-10	illumina_universal_adapter	2	raw_concat
24	0.007981806669400486	AP-DNA-10	illumina_universal_adapter	2	raw_concat
26	0.011949361273865214	AP-DNA-10	illumina_universal_adapter	2	raw_concat
28	0.018239682152870536	AP-DNA-10	illumina_universal_adapter	2	raw_concat
30	0.02632007234993209	AP-DNA-10	illumina_universal_adapter	2	raw_concat
32	0.037238630422288595	AP-DNA-10	illumina_universal_adapter	2	raw_concat
34	0.051175228069532175	AP-DNA-10	illumina_universal_adapter	2	raw_concat
36	0.07025719404645428	AP-DNA-10	illumina_universal_adapter	2	raw_concat
38	0.09473185193999412	AP-DNA-10	illumina_universal_adapter	2	raw_concat
40	0.12303570159215857	AP-DNA-10	illumina_universal_adapter	2	raw_concat
42	0.15591936144163016	AP-DNA-10	illumina_universal_adapter	2	raw_concat
44	0.19418014738756245	AP-DNA-10	illumina_universal_adapter	2	raw_concat
46	0.2397603278784358	AP-DNA-10	illumina_universal_adapter	2	raw_concat
48	0.2941213604734362	AP-DNA-10	illumina_universal_adapter	2	raw_concat
50	0.35591939603234163	AP-DNA-10	illumina_universal_adapter	2	raw_concat
52	0.42306515558296676	AP-DNA-10	illumina_universal_adapter	2	raw_concat
54	0.4959598913782479	AP-DNA-10	illumina_universal_adapter	2	raw_concat
56	0.5769626899397585	AP-DNA-10	illumina_universal_adapter	2	raw_concat
58	0.6686488297356976	AP-DNA-10	illumina_universal_adapter	2	raw_concat
60	0.7719384236909015	AP-DNA-10	illumina_universal_adapter	2	raw_concat
62	0.8795017000469915	AP-DNA-10	illumina_universal_adapter	2	raw_concat
64	0.9929523154935775	AP-DNA-10	illumina_universal_adapter	2	raw_concat
66	1.1155608217992048	AP-DNA-10	illumina_universal_adapter	2	raw_concat
68	1.252740665307367	AP-DNA-10	illumina_universal_adapter	2	raw_concat
70	1.4089817203655755	AP-DNA-10	illumina_universal_adapter	2	raw_concat
72	1.568572885828687	AP-DNA-10	illumina_universal_adapter	2	raw_concat
74	1.732935839937709	AP-DNA-10	illumina_universal_adapter	2	raw_concat
76	1.9074200362199338	AP-DNA-10	illumina_universal_adapter	2	raw_concat
78	2.099569708844793	AP-DNA-10	illumina_universal_adapter	2	raw_concat
80	2.316209605183349	AP-DNA-10	illumina_universal_adapter	2	raw_concat
82	2.5368741308002787	AP-DNA-10	illumina_universal_adapter	2	raw_concat
84	2.754245620686214	AP-DNA-10	illumina_universal_adapter	2	raw_concat
86	2.979014334217876	AP-DNA-10	illumina_universal_adapter	2	raw_concat
88	3.2177023500410504	AP-DNA-10	illumina_universal_adapter	2	raw_concat
90	3.4818473999632302	AP-DNA-10	illumina_universal_adapter	2	raw_concat
92	3.7562036279084086	AP-DNA-10	illumina_universal_adapter	2	raw_concat
94	4.024511669954802	AP-DNA-10	illumina_universal_adapter	2	raw_concat
96	4.294782734876552	AP-DNA-10	illumina_universal_adapter	2	raw_concat
98	4.57709136738639	AP-DNA-10	illumina_universal_adapter	2	raw_concat
100	4.878606492434406	AP-DNA-10	illumina_universal_adapter	2	raw_concat
102	5.1833852511086755	AP-DNA-10	illumina_universal_adapter	2	raw_concat
104	5.484630568607304	AP-DNA-10	illumina_universal_adapter	2	raw_concat
106	5.782043235276161	AP-DNA-10	illumina_universal_adapter	2	raw_concat
108	6.080746135482478	AP-DNA-10	illumina_universal_adapter	2	raw_concat
110	6.393191925351861	AP-DNA-10	illumina_universal_adapter	2	raw_concat
112	6.712431330951993	AP-DNA-10	illumina_universal_adapter	2	raw_concat
114	7.0186542518297195	AP-DNA-10	illumina_universal_adapter	2	raw_concat
116	7.3173346680735865	AP-DNA-10	illumina_universal_adapter	2	raw_concat
118	7.612917486106209	AP-DNA-10	illumina_universal_adapter	2	raw_concat
120	7.913937963980346	AP-DNA-10	illumina_universal_adapter	2	raw_concat
122	8.218165000806827	AP-DNA-10	illumina_universal_adapter	2	raw_concat
124	8.511077415914738	AP-DNA-10	illumina_universal_adapter	2	raw_concat
126	8.79077272017377	AP-DNA-10	illumina_universal_adapter	2	raw_concat
128	9.06319359781276	AP-DNA-10	illumina_universal_adapter	2	raw_concat
130	9.33287662063969	AP-DNA-10	illumina_universal_adapter	2	raw_concat
132	9.603204760235348	AP-DNA-10	illumina_universal_adapter	2	raw_concat
134	9.873133377113643	AP-DNA-10	illumina_universal_adapter	2	raw_concat
136	10.130439843380177	AP-DNA-10	illumina_universal_adapter	2	raw_concat
138	10.37795540876795	AP-DNA-10	illumina_universal_adapter	2	raw_concat
1	0.002500908438559719	AP-DNA-10	polya	2	raw_concat
2	0.011459902706705877	AP-DNA-10	polya	2	raw_concat
3	0.01784188897108026	AP-DNA-10	polya	2	raw_concat
4	0.024988329958721175	AP-DNA-10	polya	2	raw_concat
5	0.03138069343653357	AP-DNA-10	polya	2	raw_concat
6	0.03785953369299602	AP-DNA-10	polya	2	raw_concat
7	0.044137747822990334	AP-DNA-10	polya	2	raw_concat
8	0.05054740665653274	AP-DNA-10	polya	2	raw_concat
9	0.05589513064825242	AP-DNA-10	polya	2	raw_concat
10	0.06470192578597447	AP-DNA-10	polya	2	raw_concat
12	0.07706637559735996	AP-DNA-10	polya	2	raw_concat
14	0.0897767325233457	AP-DNA-10	polya	2	raw_concat
16	0.10103946817472945	AP-DNA-10	polya	2	raw_concat
18	0.11275880121738549	AP-DNA-10	polya	2	raw_concat
20	0.12389701030751316	AP-DNA-10	polya	2	raw_concat
22	0.13608850656159854	AP-DNA-10	polya	2	raw_concat
24	0.1476642881516955	AP-DNA-10	polya	2	raw_concat
26	0.1599232362931279	AP-DNA-10	polya	2	raw_concat
28	0.17106317491882855	AP-DNA-10	polya	2	raw_concat
30	0.18292778894961673	AP-DNA-10	polya	2	raw_concat
32	0.1941023182867774	AP-DNA-10	polya	2	raw_concat
34	0.2047130190271397	AP-DNA-10	polya	2	raw_concat
36	0.2155070505382401	AP-DNA-10	polya	2	raw_concat
38	0.22635988625882258	AP-DNA-10	polya	2	raw_concat
40	0.2372974692224821	AP-DNA-10	polya	2	raw_concat
42	0.24836476735411672	AP-DNA-10	polya	2	raw_concat
44	0.2598575312367096	AP-DNA-10	polya	2	raw_concat
46	0.27067750578140504	AP-DNA-10	polya	2	raw_concat
48	0.2804978087649058	AP-DNA-10	polya	2	raw_concat
50	0.2912520609578272	AP-DNA-10	polya	2	raw_concat
52	0.3030959205617393	AP-DNA-10	polya	2	raw_concat
54	0.31489481224075344	AP-DNA-10	polya	2	raw_concat
56	0.3269652410047287	AP-DNA-10	polya	2	raw_concat
58	0.3382470015474155	AP-DNA-10	polya	2	raw_concat
60	0.34973803589443536	AP-DNA-10	polya	2	raw_concat
62	0.3625556240259472	AP-DNA-10	polya	2	raw_concat
64	0.37455168276028344	AP-DNA-10	polya	2	raw_concat
66	0.38697666631672395	AP-DNA-10	polya	2	raw_concat
68	0.3998201974818308	AP-DNA-10	polya	2	raw_concat
70	0.41981535824129756	AP-DNA-10	polya	2	raw_concat
72	0.440848240344565	AP-DNA-10	polya	2	raw_concat
74	0.45399444023494706	AP-DNA-10	polya	2	raw_concat
76	0.46590056311948724	AP-DNA-10	polya	2	raw_concat
78	0.4761930293144173	AP-DNA-10	polya	2	raw_concat
80	0.4865633246101324	AP-DNA-10	polya	2	raw_concat
82	0.49760122063702594	AP-DNA-10	polya	2	raw_concat
84	0.5083433660809364	AP-DNA-10	polya	2	raw_concat
86	0.5189955756750506	AP-DNA-10	polya	2	raw_concat
88	0.5288556579767305	AP-DNA-10	polya	2	raw_concat
90	0.5392121169878616	AP-DNA-10	polya	2	raw_concat
92	0.5505613294178954	AP-DNA-10	polya	2	raw_concat
94	0.5624069185573806	AP-DNA-10	polya	2	raw_concat
96	0.5736056613925633	AP-DNA-10	polya	2	raw_concat
98	0.5846539346328948	AP-DNA-10	polya	2	raw_concat
100	0.5962729546123169	AP-DNA-10	polya	2	raw_concat
102	0.6071033063704503	AP-DNA-10	polya	2	raw_concat
104	0.618499216260955	AP-DNA-10	polya	2	raw_concat
106	0.6296910409538459	AP-DNA-10	polya	2	raw_concat
108	0.6413360039668627	AP-DNA-10	polya	2	raw_concat
110	0.651976106811966	AP-DNA-10	polya	2	raw_concat
112	0.6628669923151547	AP-DNA-10	polya	2	raw_concat
114	0.673673130575266	AP-DNA-10	polya	2	raw_concat
116	0.6849185708709198	AP-DNA-10	polya	2	raw_concat
118	0.6956918479551442	AP-DNA-10	polya	2	raw_concat
120	0.7065066338931206	AP-DNA-10	polya	2	raw_concat
122	0.7175376117777221	AP-DNA-10	polya	2	raw_concat
124	0.728857422103015	AP-DNA-10	polya	2	raw_concat
126	0.7399748767662666	AP-DNA-10	polya	2	raw_concat
128	0.7511269221409782	AP-DNA-10	polya	2	raw_concat
130	0.762455380144136	AP-DNA-10	polya	2	raw_concat
132	0.7738253470010459	AP-DNA-10	polya	2	raw_concat
134	0.7855585163282859	AP-DNA-10	polya	2	raw_concat
136	0.797274390299796	AP-DNA-10	polya	2	raw_concat
138	0.8094641570183083	AP-DNA-10	polya	2	raw_concat
1	0.1952541889783962	AP-DNA-10	polyg	2	raw_concat
2	0.1968695752035793	AP-DNA-10	polyg	2	raw_concat
3	0.19796264168571606	AP-DNA-10	polyg	2	raw_concat
4	0.19895539510461874	AP-DNA-10	polyg	2	raw_concat
5	0.1997786540373673	AP-DNA-10	polyg	2	raw_concat
6	0.20045663198198377	AP-DNA-10	polyg	2	raw_concat
7	0.20117611878035227	AP-DNA-10	polyg	2	raw_concat
8	0.202224217337591	AP-DNA-10	polyg	2	raw_concat
9	0.20496380168522488	AP-DNA-10	polyg	2	raw_concat
10	0.20814095853282805	AP-DNA-10	polyg	2	raw_concat
12	0.21296636278150138	AP-DNA-10	polyg	2	raw_concat
14	0.21548975518251012	AP-DNA-10	polyg	2	raw_concat
16	0.21695640134841512	AP-DNA-10	polyg	2	raw_concat
18	0.21828468466848003	AP-DNA-10	polyg	2	raw_concat
20	0.2195437865656249	AP-DNA-10	polyg	2	raw_concat
22	0.2208824470991278	AP-DNA-10	polyg	2	raw_concat
24	0.2220498836109036	AP-DNA-10	polyg	2	raw_concat
26	0.22338162600211453	AP-DNA-10	polyg	2	raw_concat
28	0.22475660678265047	AP-DNA-10	polyg	2	raw_concat
30	0.22608489010271537	AP-DNA-10	polyg	2	raw_concat
32	0.22735436921329827	AP-DNA-10	polyg	2	raw_concat
34	0.22865843903534117	AP-DNA-10	polyg	2	raw_concat
36	0.22991927046805904	AP-DNA-10	polyg	2	raw_concat
38	0.23127522635729197	AP-DNA-10	polyg	2	raw_concat
40	0.23258275525048083	AP-DNA-10	polyg	2	raw_concat
42	0.2341168533037329	AP-DNA-10	polyg	2	raw_concat
44	0.2355834994696379	AP-DNA-10	polyg	2	raw_concat
46	0.23697404607033087	AP-DNA-10	polyg	2	raw_concat
48	0.23851160319472892	AP-DNA-10	polyg	2	raw_concat
50	0.24039852650487323	AP-DNA-10	polyg	2	raw_concat
52	0.2426797839256618	AP-DNA-10	polyg	2	raw_concat
54	0.24492990970613635	AP-DNA-10	polyg	2	raw_concat
56	0.24697595028899674	AP-DNA-10	polyg	2	raw_concat
58	0.2489407026999261	AP-DNA-10	polyg	2	raw_concat
60	0.25076363319386935	AP-DNA-10	polyg	2	raw_concat
62	0.25262115439927263	AP-DNA-10	polyg	2	raw_concat
64	0.254582447739056	AP-DNA-10	polyg	2	raw_concat
66	0.25652644572310934	AP-DNA-10	polyg	2	raw_concat
68	0.25865031540675476	AP-DNA-10	polyg	2	raw_concat
