position	mean_phred_score	sample	read_pair	stage
9	34.47236020973691	AP-DNA-13	1	raw_concat
12	34.43535589732686	AP-DNA-13	1	raw_concat
17	34.38944091184071	AP-DNA-13	1	raw_concat
22	34.26701597025469	AP-DNA-13	1	raw_concat
27	34.066471245955064	AP-DNA-13	1	raw_concat
32	33.90400207061174	AP-DNA-13	1	raw_concat
37	33.73287045112904	AP-DNA-13	1	raw_concat
42	33.53688666860338	AP-DNA-13	1	raw_concat
47	33.375221133741796	AP-DNA-13	1	raw_concat
52	33.19046156059688	AP-DNA-13	1	raw_concat
57	32.97380551669327	AP-DNA-13	1	raw_concat
62	32.75013630723599	AP-DNA-13	1	raw_concat
67	32.460628956166204	AP-DNA-13	1	raw_concat
72	32.2517133263614	AP-DNA-13	1	raw_concat
77	31.99986521510773	AP-DNA-13	1	raw_concat
82	31.73096042842733	AP-DNA-13	1	raw_concat
87	31.546090035388467	AP-DNA-13	1	raw_concat
92	31.34755482722296	AP-DNA-13	1	raw_concat
97	31.181922642174147	AP-DNA-13	1	raw_concat
102	31.03180644221096	AP-DNA-13	1	raw_concat
107	30.78524970614281	AP-DNA-13	1	raw_concat
112	30.63965904435056	AP-DNA-13	1	raw_concat
117	30.403516754163583	AP-DNA-13	1	raw_concat
122	30.276459188880686	AP-DNA-13	1	raw_concat
127	30.0923897112442	AP-DNA-13	1	raw_concat
132	29.824548647516757	AP-DNA-13	1	raw_concat
137	29.59594396048119	AP-DNA-13	1	raw_concat
142	29.282253593530186	AP-DNA-13	1	raw_concat
147	28.90124566966106	AP-DNA-13	1	raw_concat
150	28.657035529708047	AP-DNA-13	1	raw_concat
1	30.68531063914157	AP-DNA-13	2	raw_concat
2	30.439254925174424	AP-DNA-13	2	raw_concat
3	30.504432711650775	AP-DNA-13	2	raw_concat
4	30.526795912807106	AP-DNA-13	2	raw_concat
5	30.50758158010082	AP-DNA-13	2	raw_concat
6	33.784350452382796	AP-DNA-13	2	raw_concat
7	33.686557334912756	AP-DNA-13	2	raw_concat
8	33.59543107363137	AP-DNA-13	2	raw_concat
9	33.565063596679735	AP-DNA-13	2	raw_concat
12	33.45145843611957	AP-DNA-13	2	raw_concat
17	33.270000358297466	AP-DNA-13	2	raw_concat
22	33.12060470071704	AP-DNA-13	2	raw_concat
27	32.96748815473607	AP-DNA-13	2	raw_concat
32	32.791143716367905	AP-DNA-13	2	raw_concat
37	32.604579344470395	AP-DNA-13	2	raw_concat
42	32.3916824858645	AP-DNA-13	2	raw_concat
47	32.21447838028011	AP-DNA-13	2	raw_concat
52	31.91060186517664	AP-DNA-13	2	raw_concat
57	31.63594300053554	AP-DNA-13	2	raw_concat
62	31.296831971887052	AP-DNA-13	2	raw_concat
67	31.075995151601603	AP-DNA-13	2	raw_concat
72	30.861830637663523	AP-DNA-13	2	raw_concat
77	30.65420512547056	AP-DNA-13	2	raw_concat
82	30.38257414921312	AP-DNA-13	2	raw_concat
87	30.151358555793166	AP-DNA-13	2	raw_concat
92	29.970470770916542	AP-DNA-13	2	raw_concat
97	29.71722361737688	AP-DNA-13	2	raw_concat
102	29.46798744422489	AP-DNA-13	2	raw_concat
107	29.106240818627292	AP-DNA-13	2	raw_concat
112	28.76256726698595	AP-DNA-13	2	raw_concat
117	28.252828657607402	AP-DNA-13	2	raw_concat
122	27.843482274620378	AP-DNA-13	2	raw_concat
127	27.3097340002937	AP-DNA-13	2	raw_concat
132	26.800492802005657	AP-DNA-13	2	raw_concat
137	26.378018074453315	AP-DNA-13	2	raw_concat
142	25.960634053073893	AP-DNA-13	2	raw_concat
147	25.598365557957475	AP-DNA-13	2	raw_concat
150	25.54525064365982	AP-DNA-13	2	raw_concat
1	30.720826040121363	AP-DNA-14	1	raw_concat
2	31.105669268436284	AP-DNA-14	1	raw_concat
3	31.24092062422692	AP-DNA-14	1	raw_concat
4	31.29554911595128	AP-DNA-14	1	raw_concat
5	31.326455174865377	AP-DNA-14	1	raw_concat
6	34.45775398852698	AP-DNA-14	1	raw_concat
7	34.374564058351474	AP-DNA-14	1	raw_concat
8	34.34624538640347	AP-DNA-14	1	raw_concat
9	34.343333543089734	AP-DNA-14	1	raw_concat
12	34.30027367452639	AP-DNA-14	1	raw_concat
17	34.25260636325957	AP-DNA-14	1	raw_concat
22	34.12802152005835	AP-DNA-14	1	raw_concat
27	33.91943983255072	AP-DNA-14	1	raw_concat
32	33.75800005378253	AP-DNA-14	1	raw_concat
37	33.588390288066435	AP-DNA-14	1	raw_concat
42	33.3952312232404	AP-DNA-14	1	raw_concat
47	33.19486807598131	AP-DNA-14	1	raw_concat
52	33.00001324919866	AP-DNA-14	1	raw_concat
57	32.78442600048215	AP-DNA-14	1	raw_concat
62	32.560497663203066	AP-DNA-14	1	raw_concat
67	32.27279911742455	AP-DNA-14	1	raw_concat
72	32.10898234029483	AP-DNA-14	1	raw_concat
77	31.838848316792944	AP-DNA-14	1	raw_concat
82	31.56987330013492	AP-DNA-14	1	raw_concat
87	31.39528468064114	AP-DNA-14	1	raw_concat
92	31.195905062853427	AP-DNA-14	1	raw_concat
97	31.028135648764014	AP-DNA-14	1	raw_concat
102	30.877528363343963	AP-DNA-14	1	raw_concat
107	30.62697275386288	AP-DNA-14	1	raw_concat
112	30.487363441301888	AP-DNA-14	1	raw_concat
117	30.243442496750525	AP-DNA-14	1	raw_concat
122	30.126660510350195	AP-DNA-14	1	raw_concat
127	29.93095337264245	AP-DNA-14	1	raw_concat
132	29.65135793109834	AP-DNA-14	1	raw_concat
137	29.41544622197	AP-DNA-14	1	raw_concat
142	29.073711916766854	AP-DNA-14	1	raw_concat
147	28.666740860372887	AP-DNA-14	1	raw_concat
150	28.402396790876097	AP-DNA-14	1	raw_concat
1	30.338684605196573	AP-DNA-14	2	raw_concat
2	30.038857474725766	AP-DNA-14	2	raw_concat
3	30.11564220308705	AP-DNA-14	2	raw_concat
4	30.164950355808042	AP-DNA-14	2	raw_concat
5	30.138759480780433	AP-DNA-14	2	raw_concat
6	33.28071292610382	AP-DNA-14	2	raw_concat
7	33.16685760369547	AP-DNA-14	2	raw_concat
8	33.060770944859556	AP-DNA-14	2	raw_concat
9	33.027224664751586	AP-DNA-14	2	raw_concat
12	32.90571583029294	AP-DNA-14	2	raw_concat
17	32.71772067451427	AP-DNA-14	2	raw_concat
22	32.55953659505213	AP-DNA-14	2	raw_concat
27	32.39855312789805	AP-DNA-14	2	raw_concat
32	32.21718690656748	AP-DNA-14	2	raw_concat
37	32.030595962638614	AP-DNA-14	2	raw_concat
42	31.81199973691264	AP-DNA-14	2	raw_concat
47	31.64005705554713	AP-DNA-14	2	raw_concat
52	31.333460763168745	AP-DNA-14	2	raw_concat
57	31.067146464675545	AP-DNA-14	2	raw_concat
62	30.72910028661214	AP-DNA-14	2	raw_concat
67	30.51256723748179	AP-DNA-14	2	raw_concat
72	30.312698049610937	AP-DNA-14	2	raw_concat
77	30.118247526596104	AP-DNA-14	2	raw_concat
82	29.861294152734406	AP-DNA-14	2	raw_concat
87	29.656909548547105	AP-DNA-14	2	raw_concat
92	29.512203426408046	AP-DNA-14	2	raw_concat
97	29.28593806866648	AP-DNA-14	2	raw_concat
102	29.06141321940829	AP-DNA-14	2	raw_concat
107	28.73529851372576	AP-DNA-14	2	raw_concat
112	28.424183431768693	AP-DNA-14	2	raw_concat
117	27.953572220359103	AP-DNA-14	2	raw_concat
122	27.57976827043159	AP-DNA-14	2	raw_concat
127	27.08511550747581	AP-DNA-14	2	raw_concat
132	26.60668030557421	AP-DNA-14	2	raw_concat
137	26.21308556157738	AP-DNA-14	2	raw_concat
142	25.818892774763555	AP-DNA-14	2	raw_concat
147	25.46690646180895	AP-DNA-14	2	raw_concat
150	25.42304996146827	AP-DNA-14	2	raw_concat
1	30.835191887924942	AP-DNA-15	1	raw_concat
2	31.14971564743607	AP-DNA-15	1	raw_concat
3	31.281687793187306	AP-DNA-15	1	raw_concat
4	31.31946225206884	AP-DNA-15	1	raw_concat
5	31.352341298828893	AP-DNA-15	1	raw_concat
6	34.553980148014546	AP-DNA-15	1	raw_concat
7	34.45551937730554	AP-DNA-15	1	raw_concat
8	34.407042321324255	AP-DNA-15	1	raw_concat
9	34.41818801083025	AP-DNA-15	1	raw_concat
12	34.33615571871829	AP-DNA-15	1	raw_concat
17	34.267277445093036	AP-DNA-15	1	raw_concat
22	34.1234988311179	AP-DNA-15	1	raw_concat
27	33.901167291887155	AP-DNA-15	1	raw_concat
32	33.749823753309286	AP-DNA-15	1	raw_concat
37	33.58664717541963	AP-DNA-15	1	raw_concat
42	33.42222077335744	AP-DNA-15	1	raw_concat
47	33.27291545984824	AP-DNA-15	1	raw_concat
52	33.099100153774025	AP-DNA-15	1	raw_concat
57	32.897194523927205	AP-DNA-15	1	raw_concat
62	32.68805979448897	AP-DNA-15	1	raw_concat
67	32.40289442705405	AP-DNA-15	1	raw_concat
72	32.214915921589565	AP-DNA-15	1	raw_concat
77	31.994765871562766	AP-DNA-15	1	raw_concat
82	31.725551715100114	AP-DNA-15	1	raw_concat
87	31.56139981348195	AP-DNA-15	1	raw_concat
92	31.41479520962897	AP-DNA-15	1	raw_concat
97	31.282805426920618	AP-DNA-15	1	raw_concat
102	31.185553568426258	AP-DNA-15	1	raw_concat
107	30.99098635839193	AP-DNA-15	1	raw_concat
112	30.90741843666301	AP-DNA-15	1	raw_concat
117	30.719098468143535	AP-DNA-15	1	raw_concat
122	30.66228786318579	AP-DNA-15	1	raw_concat
127	30.517396299390526	AP-DNA-15	1	raw_concat
132	30.280749709460046	AP-DNA-15	1	raw_concat
137	30.085226634176117	AP-DNA-15	1	raw_concat
142	29.761947368717795	AP-DNA-15	1	raw_concat
147	29.361868667410796	AP-DNA-15	1	raw_concat
150	29.113696065787586	AP-DNA-15	1	raw_concat
1	30.591118519918123	AP-DNA-15	2	raw_concat
2	30.282555473651325	AP-DNA-15	2	raw_concat
3	30.438202198461163	AP-DNA-15	2	raw_concat
4	30.478544135690075	AP-DNA-15	2	raw_concat
5	30.452581667423946	AP-DNA-15	2	raw_concat
6	33.74804088824921	AP-DNA-15	2	raw_concat
7	33.642896433619335	AP-DNA-15	2	raw_concat
8	33.53775140072858	AP-DNA-15	2	raw_concat
9	33.53429513539473	AP-DNA-15	2	raw_concat
12	33.40806535157611	AP-DNA-15	2	raw_concat
17	33.254678065538066	AP-DNA-15	2	raw_concat
22	33.11493470061193	AP-DNA-15	2	raw_concat
27	32.97146328773408	AP-DNA-15	2	raw_concat
32	32.820017830674516	AP-DNA-15	2	raw_concat
37	32.64791640313632	AP-DNA-15	2	raw_concat
42	32.45726858758188	AP-DNA-15	2	raw_concat
47	32.305605791167146	AP-DNA-15	2	raw_concat
52	32.025383166507474	AP-DNA-15	2	raw_concat
57	31.77501661415817	AP-DNA-15	2	raw_concat
62	31.472793157670203	AP-DNA-15	2	raw_concat
67	31.27794679219168	AP-DNA-15	2	raw_concat
72	31.095196603642496	AP-DNA-15	2	raw_concat
77	30.923224070456463	AP-DNA-15	2	raw_concat
82	30.694447582312904	AP-DNA-15	2	raw_concat
87	30.491683697654558	AP-DNA-15	2	raw_concat
92	30.34976876069873	AP-DNA-15	2	raw_concat
97	30.12545144466195	AP-DNA-15	2	raw_concat
102	29.913203705553606	AP-DNA-15	2	raw_concat
107	29.60731575198564	AP-DNA-15	2	raw_concat
112	29.307749057326326	AP-DNA-15	2	raw_concat
117	28.836677873844582	AP-DNA-15	2	raw_concat
122	28.48481517264051	AP-DNA-15	2	raw_concat
127	27.99092861904216	AP-DNA-15	2	raw_concat
132	27.505660581386387	AP-DNA-15	2	raw_concat
137	27.124767882465004	AP-DNA-15	2	raw_concat
142	26.711352114186866	AP-DNA-15	2	raw_concat
147	26.348207514124386	AP-DNA-15	2	raw_concat
150	26.322739545657527	AP-DNA-15	2	raw_concat
1	30.807987888898836	AP-DNA-16	1	raw_concat
2	31.146690028662498	AP-DNA-16	1	raw_concat
3	31.299527312740484	AP-DNA-16	1	raw_concat
4	31.330631356516278	AP-DNA-16	1	raw_concat
5	31.362304197627704	AP-DNA-16	1	raw_concat
6	34.57407528985785	AP-DNA-16	1	raw_concat
7	34.49374555034979	AP-DNA-16	1	raw_concat
8	34.443806394801626	AP-DNA-16	1	raw_concat
9	34.46629444735759	AP-DNA-16	1	raw_concat
12	34.374662276581965	AP-DNA-16	1	raw_concat
17	34.30492495693046	AP-DNA-16	1	raw_concat
22	34.16387458606115	AP-DNA-16	1	raw_concat
27	33.94686932677	AP-DNA-16	1	raw_concat
32	33.79246790686086	AP-DNA-16	1	raw_concat
37	33.63086401963697	AP-DNA-16	1	raw_concat
42	33.448989821047675	AP-DNA-16	1	raw_concat
47	33.31867276200654	AP-DNA-16	1	raw_concat
52	33.146896951903756	AP-DNA-16	1	raw_concat
57	32.94577277190649	AP-DNA-16	1	raw_concat
62	32.737869255244014	AP-DNA-16	1	raw_concat
67	32.4629726102862	AP-DNA-16	1	raw_concat
72	32.27260771883753	AP-DNA-16	1	raw_concat
77	32.033042350485836	AP-DNA-16	1	raw_concat
82	31.790726917121283	AP-DNA-16	1	raw_concat
87	31.63145462529149	AP-DNA-16	1	raw_concat
92	31.489998517375362	AP-DNA-16	1	raw_concat
97	31.357676362463355	AP-DNA-16	1	raw_concat
102	31.26443499922553	AP-DNA-16	1	raw_concat
107	31.072677596404947	AP-DNA-16	1	raw_concat
112	30.99024444359182	AP-DNA-16	1	raw_concat
117	30.802580619490776	AP-DNA-16	1	raw_concat
122	30.74903039664709	AP-DNA-16	1	raw_concat
127	30.60394823413722	AP-DNA-16	1	raw_concat
132	30.377232759278133	AP-DNA-16	1	raw_concat
137	30.175252484343627	AP-DNA-16	1	raw_concat
142	29.85940263964027	AP-DNA-16	1	raw_concat
147	29.461117538975735	AP-DNA-16	1	raw_concat
150	29.20724420817187	AP-DNA-16	1	raw_concat
1	30.89982705870483	AP-DNA-16	2	raw_concat
2	30.645561291844476	AP-DNA-16	2	raw_concat
3	30.744656038190136	AP-DNA-16	2	raw_concat
4	30.765981390929273	AP-DNA-16	2	raw_concat
5	30.74308530870566	AP-DNA-16	2	raw_concat
6	34.139171558617434	AP-DNA-16	2	raw_concat
7	34.0475631666778	AP-DNA-16	2	raw_concat
8	33.94485706882742	AP-DNA-16	2	raw_concat
9	33.95231187601279	AP-DNA-16	2	raw_concat
12	33.82901192304941	AP-DNA-16	2	raw_concat
17	33.67747654445198	AP-DNA-16	2	raw_concat
22	33.54149938350289	AP-DNA-16	2	raw_concat
27	33.40289590222446	AP-DNA-16	2	raw_concat
32	33.25306608195361	AP-DNA-16	2	raw_concat
37	33.08756680455549	AP-DNA-16	2	raw_concat
42	32.90729348057265	AP-DNA-16	2	raw_concat
47	32.7562130640546	AP-DNA-16	2	raw_concat
52	32.484050094712714	AP-DNA-16	2	raw_concat
57	32.24390198382755	AP-DNA-16	2	raw_concat
62	31.947032046007784	AP-DNA-16	2	raw_concat
67	31.75155811533304	AP-DNA-16	2	raw_concat
72	31.569146533997817	AP-DNA-16	2	raw_concat
77	31.403261452091094	AP-DNA-16	2	raw_concat
